Name,Value,,,,,,,,,,,,,,,
313.622,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
313.622,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
313.622,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
313.622,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
313.622,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
313.622,16,Variable Event,Correct_Counter,,8,1,Value,7,,,,,,,,
313.622,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
313.622,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
313.628,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
313.647,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,1,Image 1,0,,,,,,
313.951,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
314.997,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
315.345,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
315.345,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
315.345,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
315.345,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
315.345,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
316.341,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
324.086,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
324.814,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
325.345,1,Condition Event,Next trial,,9,0,,,,,,,,,,
325.345,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
325.345,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
325.345,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
325.345,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
325.345,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
325.346,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
325.346,19,List Change - Next Value,Grid_Position,,15,2,Index,9,Value,2,,,,,,
325.346,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
327.142,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
333.643,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
334.128,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
334.129,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
334.129,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
334.129,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
334.129,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
334.129,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
334.129,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
334.129,16,Variable Event,_Trial_Counter,,3,1,Value,9,,,,,,,,
334.129,16,Variable Event,Correct_Percent,,3,1,Value,7,,,,,,,,
334.129,16,Variable Event,Correct_Percent,,3,1,Value,0.778,,,,,,,,
334.129,16,Variable Event,Correct_Percent,,3,1,Value,77.778,,,,,,,,
334.129,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
334.368,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
334.369,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
334.369,16,Variable Event,Correct_Grid_Position,,4,1,Value,2,,,,,,,,
334.369,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
334.369,1,Condition Event,Incorrect Left,,5,0,,,,,,,,,,
334.369,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,1,,,,,,,,
334.369,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
334.369,1,Condition Event,Display Images,,6,0,,,,,,,,,,
334.369,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 1,0,,,,,,
334.369,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 2,1,,,,,,
334.369,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
334.601,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
335.144,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
335.214,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
335.294,38,Input Transition On Event,BIRBeam #1,,7,0,,,,,,,,,,
335.348,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
338.96,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,2,Image 1,0,,,,,,
338.961,1,Condition Event,Correct,,7,0,,,,,,,,,,
338.961,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
338.961,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
338.961,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
338.961,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
338.961,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
338.961,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
338.961,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
338.961,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
338.961,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
338.961,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
338.961,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
338.961,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
338.961,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
338.961,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
338.961,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
338.961,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
338.961,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
338.961,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
338.961,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
338.961,16,Variable Event,Correct_Counter,,8,1,Value,8,,,,,,,,
338.961,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
338.961,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
338.966,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
339.046,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
339.047,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
339.102,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
339.299,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
340.508,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
340.899,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
340.899,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
340.899,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
340.899,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
340.899,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
342.208,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
349.681,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
350.639,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
350.899,1,Condition Event,Next trial,,9,0,,,,,,,,,,
350.899,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
350.899,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
350.899,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
350.899,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
350.899,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
350.9,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
350.9,19,List Change - Next Value,Grid_Position,,15,2,Index,9,Value,2,,,,,,
350.9,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
352.18,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
356.47,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
356.905,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
356.906,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
356.906,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
356.906,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
356.906,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
356.906,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
356.906,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
356.906,16,Variable Event,_Trial_Counter,,3,1,Value,10,,,,,,,,
356.906,16,Variable Event,Correct_Percent,,3,1,Value,8,,,,,,,,
356.906,16,Variable Event,Correct_Percent,,3,1,Value,0.8,,,,,,,,
356.906,16,Variable Event,Correct_Percent,,3,1,Value,80,,,,,,,,
356.906,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
357.011,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
357.012,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
357.012,16,Variable Event,Correct_Grid_Position,,4,1,Value,2,,,,,,,,
357.012,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
357.012,1,Condition Event,Incorrect Left,,5,0,,,,,,,,,,
357.012,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,1,,,,,,,,
357.012,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
357.012,1,Condition Event,Display Images,,6,0,,,,,,,,,,
357.012,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 1,0,,,,,,
357.012,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 2,1,,,,,,
357.012,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
357.191,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
361.204,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,2,Image 1,0,,,,,,
361.206,1,Condition Event,Correct,,7,0,,,,,,,,,,
361.206,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
361.206,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
361.206,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
361.206,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
361.206,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
361.206,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
361.207,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
361.207,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
361.207,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
361.207,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
361.207,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
361.207,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
361.207,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
361.207,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
361.207,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
361.207,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
361.207,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
361.207,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
361.207,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
361.207,16,Variable Event,Correct_Counter,,8,1,Value,9,,,,,,,,
361.207,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
361.207,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
361.212,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
361.23,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
361.55,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
362.753,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
363.199,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
363.2,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
363.2,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
363.2,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
363.2,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
364.62,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
373.2,1,Condition Event,Next trial,,9,0,,,,,,,,,,
373.2,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
373.2,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
373.2,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
373.2,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
373.2,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
373.2,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
373.2,19,List Change - Next Value,Grid_Position,,15,2,Index,2,Value,1,,,,,,
373.2,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
373.468,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
373.469,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
373.469,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
373.469,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
373.469,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
373.469,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
373.469,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
373.469,16,Variable Event,_Trial_Counter,,3,1,Value,11,,,,,,,,
373.469,16,Variable Event,Correct_Percent,,3,1,Value,9,,,,,,,,
373.469,16,Variable Event,Correct_Percent,,3,1,Value,0.818,,,,,,,,
373.469,16,Variable Event,Correct_Percent,,3,1,Value,81.818,,,,,,,,
373.469,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
373.969,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
373.97,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
373.97,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,,,,,,,
373.97,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
373.97,1,Condition Event,Incorrect Right,,5,0,,,,,,,,,,
373.97,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,,,,,,,
373.97,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
373.97,1,Condition Event,Display Images,,6,0,,,,,,,,,,
373.97,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 1,0,,,,,,
373.97,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 2,1,,,,,,
373.97,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
374.167,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
377.558,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,1,Image 1,0,,,,,,
377.561,1,Condition Event,Correct,,7,0,,,,,,,,,,
377.561,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
377.561,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
377.561,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
377.561,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
377.561,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
377.561,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
377.561,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
377.561,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
377.561,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
377.561,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
377.561,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
377.561,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
377.561,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
377.561,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
377.561,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
377.562,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
377.562,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
377.562,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
377.562,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
377.562,16,Variable Event,Correct_Counter,,8,1,Value,10,,,,,,,,
377.562,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
377.562,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
377.568,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
377.585,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,1,Image 1,0,,,,,,
377.899,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
379.323,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
379.809,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
379.81,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
379.81,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
379.81,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
379.81,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
381.439,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
386.791,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
388.362,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
389.81,1,Condition Event,Next trial,,9,0,,,,,,,,,,
389.81,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
389.81,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
389.81,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
389.81,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
389.81,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
389.81,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
389.81,19,List Change - Next Value,Grid_Position,,15,2,Index,4,Value,1,,,,,,
389.81,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
390.619,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
390.619,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
390.619,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
390.619,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
390.619,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
390.619,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
390.619,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
390.619,16,Variable Event,_Trial_Counter,,3,1,Value,12,,,,,,,,
390.619,16,Variable Event,Correct_Percent,,3,1,Value,10,,,,,,,,
390.619,16,Variable Event,Correct_Percent,,3,1,Value,0.833,,,,,,,,
390.619,16,Variable Event,Correct_Percent,,3,1,Value,83.333,,,,,,,,
390.619,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
390.773,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
390.773,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
390.773,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,,,,,,,
390.773,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
390.773,1,Condition Event,Incorrect Right,,5,0,,,,,,,,,,
390.773,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,,,,,,,
390.773,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
390.774,1,Condition Event,Display Images,,6,0,,,,,,,,,,
390.774,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 1,0,,,,,,
390.774,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 2,1,,,,,,
390.774,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
391.494,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
397.241,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,1,Image 1,0,,,,,,
397.242,1,Condition Event,Correct,,7,0,,,,,,,,,,
397.242,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
397.242,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
397.242,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
397.242,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
397.242,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
397.242,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
397.242,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
397.242,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
397.242,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
397.242,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
397.242,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
397.242,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
397.242,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
397.242,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
397.242,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
397.242,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
397.242,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
397.242,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
397.242,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
397.242,16,Variable Event,Correct_Counter,,8,1,Value,11,,,,,,,,
397.242,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
397.242,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
397.249,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
397.261,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,1,Image 1,0,,,,,,
397.576,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
398.676,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
399.036,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
399.037,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
399.037,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
399.037,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
399.037,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
400.269,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
404.387,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
404.578,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
409.037,1,Condition Event,Next trial,,9,0,,,,,,,,,,
409.037,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
409.037,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
409.037,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
409.037,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
409.037,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
409.037,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
409.037,19,List Change - Next Value,Grid_Position,,15,2,Index,7,Value,2,,,,,,
409.037,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
409.543,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
411.304,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
436.763,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
436.9,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
437.258,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
437.259,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
437.259,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
437.259,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
437.259,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
437.259,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
437.259,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
437.259,16,Variable Event,_Trial_Counter,,3,1,Value,13,,,,,,,,
437.259,16,Variable Event,Correct_Percent,,3,1,Value,11,,,,,,,,
437.259,16,Variable Event,Correct_Percent,,3,1,Value,0.846,,,,,,,,
437.259,16,Variable Event,Correct_Percent,,3,1,Value,84.615,,,,,,,,
437.259,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
437.729,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
437.73,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
437.73,16,Variable Event,Correct_Grid_Position,,4,1,Value,2,,,,,,,,
437.73,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
437.73,1,Condition Event,Incorrect Left,,5,0,,,,,,,,,,
437.73,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,1,,,,,,,,
437.73,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
437.731,1,Condition Event,Display Images,,6,0,,,,,,,,,,
437.731,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 1,0,,,,,,
437.731,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 2,1,,,,,,
437.731,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
438.058,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
439.602,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,,,
439.614,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,,,
441.125,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,2,Image 1,0,,,,,,
441.126,1,Condition Event,Correct,,7,0,,,,,,,,,,
441.126,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
441.126,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
441.126,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
441.126,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
